---,Holding,Windup,Release,Recovery,Combo,Riposte,Feint,Thwack,HitSuccess,Blocked,WorldHit,Damage,StaminaCost,PlayRate,DrawStrength,WorldHitStartPercentage,WorldHitStopPercentage,TurnLimitStrength,VerticalTurnLimitStrength,ReverseTurnLimitStrength,ThwackOnHit,HitSuccessOnHit,Direction,AltDirection,Cooldown,WeaponTipCheckReverse,WeaponTipCheckReverseAlt,WeaponTipCheckDisable,ComboFromBlocked
Weapon_BattleAxe.Slash,"0.350000","0.325500","0.550000","0.900000","0.150000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.SlashHeavy,"0.350000","0.575500","0.600000","1.050000","0.150000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","75.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.Overhead,"0.350000","0.350000","0.525000","0.950000","0.150000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","65.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.OverheadHeavy,"0.350000","0.600000","0.550000","1.050000","0.150000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","85.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.Stab,"0.350000","0.350000","0.375000","0.900000","0.200000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.StabHeavy,"0.350000","0.600000","0.375000","1.050000","0.200000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.Special,"0.350000","1.000000","0.500000","1.300000","0.200000","1.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","100.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.Throw,"0.400000","0.550000","0.500000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.SprintAttack,"-1.000000","-1.000000","0.500000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","80.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_BattleAxe.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_WarAxe.Slash,"0.350000","0.325500","0.550000","1.000000","0.175000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.SlashHeavy,"0.350000","0.575500","0.600000","1.150000","0.175000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.Overhead,"0.350000","0.325000","0.500000","1.000000","0.175000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.OverheadHeavy,"0.350000","0.575000","0.550000","1.150000","0.175000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","80.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.Stab,"0.350000","0.350000","0.400000","1.000000","0.200000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.StabHeavy,"0.350000","0.600000","0.400000","1.150000","0.200000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.Special,"0.350000","1.100000","0.500000","1.350000","0.200000","1.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","90.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.Throw,"0.400000","0.550000","0.500000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.SprintAttack,"-1.000000","-1.000000","0.500000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","80.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarAxe.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_ExecutionersAxe.Slash,"0.350000","0.325500","0.600000","1.100000","0.225000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.SlashHeavy,"0.350000","0.600000","0.650000","1.250000","0.225000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","52.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.Overhead,"0.350000","0.325000","0.550000","1.100000","0.225000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.OverheadHeavy,"0.350000","0.600000","0.575000","1.250000","0.225000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.Stab,"0.350000","0.350000","0.400000","1.100000","0.225000","0.250000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.StabHeavy,"0.350000","0.600000","0.400000","1.250000","0.225000","0.500000","-1.000000","1.200000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.Special,"0.350000","1.100000","0.500000","1.350000","0.200000","1.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","80.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.Throw,"0.400000","0.550000","0.500000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","70.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.SprintAttack,"-1.000000","-1.000000","0.500000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","75.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_ExecutionersAxe.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_HeavyMace.Slash,"0.350000","0.285000","0.550000","0.950000","0.225000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.SlashHeavy,"0.350000","0.500000","0.600000","1.100000","0.225000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.Overhead,"0.350000","0.300000","0.550000","0.950000","0.225000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.OverheadHeavy,"0.350000","0.550000","0.575000","1.100000","0.225000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.Stab,"0.350000","0.300000","0.350000","0.950000","0.225000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.StabHeavy,"0.350000","0.550000","0.350000","1.100000","0.225000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.Special,"0.350000","1.000000","0.500000","1.300000","0.200000","1.100000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","80.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.Throw,"0.400000","0.650000","0.500000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_HeavyMace.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_WarClub.Slash,"0.350000","0.200000","0.500000","0.800000","0.150000","0.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","30.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.SlashHeavy,"0.350000","0.400000","0.550000","0.950000","0.150000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.Overhead,"0.350000","0.200000","0.500000","0.800000","0.150000","0.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.OverheadHeavy,"0.350000","0.400000","0.525000","0.950000","0.150000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.Stab,"0.350000","0.300000","0.350000","0.800000","0.200000","0.000000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.StabHeavy,"0.350000","0.550000","0.350000","0.950000","0.200000","-1.000000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","45.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.Special,"0.350000","0.850000","0.500000","1.100000","0.200000","0.950000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","65.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.Throw,"0.400000","0.650000","0.500000","0.550000","0.150000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","35.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.SprintAttack,"-1.000000","-1.000000","0.400000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","55.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.SprintShove,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.SprintCharge,"-1.000000","-1.000000","-1.000000","-1.000000","0.200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","40.000000","-1.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_WarClub.HorseSpecial,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","30.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_TwoHandedHammer,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1.000000","0.000000","0.000000","0.000000","0.000000","0.000000","-1","-1","None","None","0.000000","-1","-1","-1","0.000000"
Weapon_TwoHandedHammer.Slash,"0.350000","0.275000","0.525000","0.900000","0.150000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","40.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_TwoHandedHammer.SlashHeavy,"0.350000","0.575000","0.550000","1.050000","0.150000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","60.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","50.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_TwoHandedHammer.Overhead,"0.350000","0.325000","0.500000","0.900000","0.150000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","50.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_TwoHandedHammer.OverheadHeavy,"0.350000","0.625000","0.525000","1.050000","0.150000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","70.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_TwoHandedHammer.Stab,"0.350000","0.300000","0.350000","0.900000","0.200000","0.250000","-1.000000","0.900000","-1.000000","-1.000000","-1.000000","35.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","45.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_TwoHandedHammer.StabHeavy,"0.350000","0.550000","0.400000","1.050000","0.200000","0.500000","-1.000000","1.100000","-1.000000","-1.000000","-1.000000","55.000000","0.000000","1.000000","-1.000000","-1.000000","-1.000000","47.500000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_TwoHandedHammer.Jab,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","0.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
Weapon_TwoHandedHammer.Shove,"-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","10.000000","1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1","-1","-1","-1","-1.000000","-1","-1","-1","-1.000000"
